name,department
公立大学法人福島県立医科大学,放射線健康管理学講座
公立大学法人福島県立医科大学,神経精神医学講座
公立大学法人福島県立医科大学,医学部耳鼻咽喉科学講座
公立大学法人福島県立医科大学,医学部皮膚科学講座
公立大学法人福島県立医科大学,白河総合診療アカデミー
公立大学法人福島県立医科大学,大学院医学研究科臨床疫学分野
公立大学法人福島県立医科大学,医学部多発性硬化症治療学講座
公立大学法人福島県立医科大学,医学部リウマチ･膠原病内科学講座
公立大学法人福島県立医科大学,医学部腎臓･高血圧内科学講座
公立大学法人福島県立医科大学医学部,リウマチ膠原病内科学講座
公立大学法人福島県立医科大学医学部,循環器内科学講座
公立大学法人福島県立医科大学医学部,整形外科学講座
公立大学法人福島県立医科大学医学部,泌尿器科学講座
公立大学法人福島県立医科大学医学部,消化器内科学講座
公立大学法人福島県立医科大学医学部,糖尿病内分泌代謝内科学講座
公立大学法人福島県立医科大学医学部,肝胆膵･移植外科学講座
公立大学法人福島県立医科大学医学部,腎臓高血圧内科学講座
公立大学法人福島県立医科大学医学部,呼吸器内科学講座
公立大学法人福島県立医科大学医学部,感染制御学講座
公立大学法人福島県立医科大学医学部,神経精神医学講座
公立大学法人福島県立医科大学医学部,小児科学講座
公立大学法人福島県立医科大学会津医療センター,外科学講座
公立大学法人福島県立医科大学会津医療センター,小腸･大腸･肛門科学講座
公立大学法人福島県立医科大学会津医療センター,糖尿病･内分泌代謝･腎臓内科学講座
公立大学法人福島県立医科大学会津医療センター,糖尿病内分泌代謝内科
公立大学法人福島県立医科大学会津医療センター,精神医学講座
公立大学法人福島県立医科大学会津医療センター,整形外科･脊椎外科学講座
公立大学法人福島県立医科大学会津医療センター,循環器内科
公立大学法人福島県立医科大学会津医療センター,循環器内科学講座
公立大学法人福島県立医科大学会津医療センター附属病院,感染症･呼吸器内科
公立大学法人福島県立医科大学会津医療センター附属病院,呼吸器外科
公立大学法人福島県立医科大学会津医療センター附属病院,小腸･大腸内科
公立大学法人福島県立医科大学会津医療センター附属病院,糖尿病･内分泌代謝･腎臓内科
公立大学法人福島県立医科大学会津医療センター附属病院,小腸･大腸･肛門科学講座
公立大学法人福島県立医科大学会津医療センター附属病院,耳鼻咽喉科学講座
公立大学法人福島県立医科大学会津医療センター附属病院,糖尿病･内分泌代謝･腎臓内科学講座
公立大学法人福島県立医科大学附属病院,移植医療部
公立大学法人福島県立医科大学附属病院,呼吸器内科
公立大学法人福島県立医科大学附属病院,産科･婦人科
公立大学法人福島県立医科大学附属病院,泌尿器科･副腎内分泌外科
公立大学法人福島県立医科大学附属病院,内視鏡診療部
公立大学法人福島県立医科大学附属病院,先端臨床研究センター
公立大学法人福島県立医科大学附属病院,放射線部
公立大学法人福島県立医科大学附属病院,小児科
公立大学法人福島県立医科大学附属病院,血液内科
公立大学法人福島県立医科大学附属病院,放射線治療科
公立大学法人福島県立医科大学附属病院,臨床腫瘍センター
公立大学法人福島県立医科大学附属病院,リウマチ･膠原病内科
公立大学法人福島県立医科大学附属病院,薬剤部/臨床腫瘍センター
公立大学法人福島県立医科大学附属病院,歯科口腔外科
公立大学法人名古屋市立大学医学部,呼吸器･免疫アレルギー内科学
公立大学法人名古屋市立大学医学部,循環器内科学
公立大学法人名古屋市立大学医学部,消化器･代謝内科学
公立大学法人名古屋市立大学医学部,整形外科学
公立大学法人名古屋市立大学医学部,腎臓内科学
公立大学法人名古屋市立大学医学部,産科婦人科学
公立大学法人名古屋市立大学医学部附属西部医療センター,腎臓･透析内科
公立大学法人名古屋市立大学医学部附属西部医療センター,呼吸器内科
公立大学法人名古屋市立大学医学部附属西部医療センター,放射線治療科
公立大学法人名古屋市立大学医学部附属西部医療センター,呼吸器外科
公立大学法人名古屋市立大学医学部附属西部医療センター,病院長補佐･呼吸器腫瘍センター長･教授
公立大学法人名古屋市立大学医学部附属西部医療センター,産婦人科
公立大学法人名古屋市立大学医学部附属西部医療センター,総合内科
公立大学法人名古屋市立大学医学部附属西部医療センター,整形外科
公立大学法人名古屋市立大学医学部附属西部医療センター,緩和ケアセンター
公立大学法人名古屋市立大学医学部附属西部医療センター,薬剤部
公立大学法人名古屋市立大学医学部附属西部医療センター,乳腺･内分泌外科
公立大学法人名古屋市立大学医学部附属西部医療センター,内分泌･糖尿病内科
公立大学法人名古屋市立大学医学部附属東部医療センター,整形外科
公立大学法人名古屋市立大学医学部附属東部医療センター,循環器内科
公立大学法人名古屋市立大学医学部附属東部医療センター,内分泌内科
公立大学法人名古屋市立大学医学部附属東部医療センター,消化器内科
公立大学法人名古屋市立大学医学部附属東部医療センター,薬剤部
公立大学法人名古屋市立大学医学部附属東部医療センター,脳神経外科
公立大学法人名古屋市立大学医学部附属東部医療センター,リハビリテーション科
公立大学法人名古屋市立大学医学部附属東部医療センター,耳鼻咽喉科
公立大学法人名古屋市立大学医学部附属東部医療センター,内分泌･糖尿病内科
公立大学法人名古屋市立大学大学院医学系研究科,呼吸器･小児外科学
公立大学法人名古屋市立大学大学院医学系研究科,呼吸器･免疫アレルギー内科学
公立大学法人名古屋市立大学大学院医学系研究科,産科婦人科学
公立大学法人名古屋市立大学大学院医学研究科,乳腺外科学
公立大学法人名古屋市立大学大学院医学研究科,呼吸器･免疫アレルギー内科学分野
公立大学法人名古屋市立大学大学院医学研究科,循環器内科学
公立大学法人名古屋市立大学大学院医学研究科,整形外科学
公立大学法人名古屋市立大学大学院医学研究科,消化器･代謝内科学
公立大学法人名古屋市立大学大学院医学研究科,細胞生理学分野
公立大学法人名古屋市立大学大学院医学研究科,腎･泌尿器科学分野
公立大学法人名古屋市立大学大学院医学研究科,臨床感染制御学
公立大学法人名古屋市立大学大学院医学研究科,血液･腫瘍内科学
公立大学法人名古屋市立大学大学院医学研究科,腎臓内科学分野
公立大学法人名古屋市立大学大学院医学研究科,乳腺外科学分野
公立大学法人名古屋市立大学大学院医学研究科,呼吸器･免疫アレルギー内科学
公立大学法人名古屋市立大学大学院医学研究科,産科婦人科学
公立大学法人名古屋市立大学大学院医学研究科,呼吸器･免疫アレルギー内科
公立大学法人名古屋市立大学大学院医学研究科,医療安全管理学
公立大学法人名古屋市立大学大学院医学研究科,呼吸器･小児外科学分野
公立大学法人名古屋市立大学大学院医学研究科,先進急性期医療学
公立大学法人名古屋市立大学大学院医学研究科,生体総合医療学講座血液･腫瘍内科学分野
公立大学法人名古屋市立大学大学院医学研究科,耳鼻咽喉･頭頚部外科学
公立大学法人名古屋市立大学大学院医学研究科,麻酔科学･集中治療医学分野
公立大学法人名古屋市立大学大学院医学研究科,消化器外科学
公立大学法人名古屋市立大学大学院医学研究科,医学研究科耳鼻咽喉･頭頸部外科学
公立大学法人名古屋市立大学大学院医学研究科,脳神経外科学
公立大学法人名古屋市立大学大学院医学研究科,臨床薬剤学
公立大学法人名古屋市立大学大学院医学研究科,加齢･環境皮膚科学
公立大学法人名古屋市立大学病院,腎臓内科
公立大学法人名古屋市立大学病院,臨床研究開発支援センター
公立大学法人名古屋市立大学病院,消化器内科
公立大学法人名古屋市立大学病院,呼吸器･アレルギー内科
公立大学法人名古屋市立大学病院,消化器外科学
公立大学法人名古屋市立大学病院,内分泌･糖尿病内科
公立大学法人名古屋市立大学病院,薬剤部
公立大学法人名古屋市立大学病院,呼吸器･免疫アレルギー内科学
公立大学法人名古屋市立大学病院,整形外科
公立大学法人名古屋市立大学病院,耳鼻咽喉･頭頸部外科
公立大学法人名古屋市立大学病院,消化器･代謝内科
公立大学法人名古屋市立大学病院,耳鼻咽喉･頭頸部外科学
公立大学法人和歌山県立医科大学,リウマチ･膠原病科学講座
公立大学法人和歌山県立医科大学,内科学第一講座
公立大学法人和歌山県立医科大学,泌尿器科
公立大学法人和歌山県立医科大学,輸血部
公立大学法人和歌山県立医科大学,耳鼻咽喉科･頭頸部外科
公立大学法人和歌山県立医科大学,外科学第1
公立大学法人和歌山県立医科大学,腎臓内科学
公立大学法人和歌山県立医科大学,産科婦人科学教室
公立大学法人和歌山県立医科大学,呼吸器内科･腫瘍内科
公立大学法人和歌山県立医科大学,分子遺伝学
公立大学法人和歌山県立医科大学,内科学第二講座
公立大学法人和歌山県立医科大学,内科学第二
公立大学法人和歌山県立医科大学,教育研究開発センター
公立大学法人和歌山県立医科大学,外科学第一講座
公立大学法人和歌山県立医科大学,リウマチ･膠原病科学
公立大学法人和歌山県立医科大学,糖尿病･内分泌代謝内科
公立大学法人和歌山県立医科大学,腎臓内科学講座
公立大学法人和歌山県立医科大学,内科学第3
公立大学法人和歌山県立医科大学,内科学第2
公立大学法人和歌山県立医科大学,産科･婦人科学
公立大学法人和歌山県立医科大学,血液内科学
公立大学法人和歌山県立医科大学,小児科学
公立大学法人和歌山県立医科大学,外科学1
公立大学法人和歌山県立医科大学,麻酔科学教室
公立大学法人和歌山県立医科大学,臨床感染制御学講座
公立大学法人和歌山県立医科大学,神経精神科医学講座
公立大学法人和歌山県立医科大学,整形外科学講座
公立大学法人和歌山県立医科大学,脳神経内科
公立大学法人和歌山県立医科大学,第一外科
公立大学法人和歌山県立医科大学,血液内科
公立大学法人和歌山県立医科大学,外科学第二講座
公立大学法人和歌山県立医科大学,外科学第2講座
公立大学法人和歌山県立医科大学,内科学第2講座
公立大学法人和歌山県立医科大学,麻酔科
公立大学法人和歌山県立医科大学,循環器内科
公立大学法人和歌山県立医科大学,医学部低侵襲脊椎外科手術研究開発講座整形外科
公立大学法人和歌山県立医科大学,リハビリテーション医学講座
公立大学法人和歌山県立医科大学,臨床研究センター/乳腺外科
公立大学法人和歌山県立医科大学,脳神経外科
公立大学法人和歌山県立医科大学,内科学第四講座
公立大学法人和歌山県立医科大学附属病院,リウマチ･膠原病科
公立大学法人和歌山県立医科大学附属病院,総合周産期母子医療センター
公立大学法人和歌山県立医科大学附属病院,循環器内科
公立大学法人和歌山県立医科大学附属病院,腎臓内科学
公立大学法人和歌山県立医科大学附属病院,産科･婦人科
公立大学法人和歌山県立医科大学附属病院,糖尿病･内分泌代謝内科
公立大学法人和歌山県立医科大学附属病院,放射線医学講座
公立大学法人和歌山県立医科大学附属病院,消化器内科
公立大学法人和歌山県立医科大学附属病院,呼吸器内科･腫瘍内科
公立大学法人和歌山県立医科大学附属病院,臨床研究センター
公立大学法人和歌山県立医科大学附属病院,泌尿器科
公立大学法人和歌山県立医科大学附属病院,感染制御部
公立大学法人和歌山県立医科大学附属病院,薬剤部
公立大学法人和歌山県立医科大学附属病院,内科学第2講座
公立大学法人和歌山県立医科大学附属病院,脳神経内科
公立大学法人和歌山県立医科大学附属病院,整形外科
公立大学法人和歌山県立医科大学附属病院,第二内科
公立大学法人和歌山県立医科大学附属病院,皮膚科学講座
公立大学法人和歌山県立医科大学附属病院,リウマチ･膠原病科学
公立大学法人和歌山県立医科大学附属病院紀北分院,整形外科
公立大学法人和歌山県立医科大学附属病院紀北分院,リハビリテーション科
公立丹南病院,耳鼻咽喉科
公立藤田総合病院,腎臓内科
公立藤田総合病院,脳神経外科
公立藤田総合病院,整形外科
公立陶生病院,循環器内科
公立陶生病院,泌尿器科
公立陶生病院,腎臓内科
公立陶生病院組合公立陶生病院,内分泌･代謝内科
公立陶生病院組合公立陶生病院,循環器内科
公立陶生病院組合公立陶生病院,呼吸器･アレルギー疾患内科
公立陶生病院組合公立陶生病院,血液･腫瘍内科
公立陶生病院組合公立陶生病院,呼吸器内科
公立陶生病院組合公立陶生病院,心臓血管外科
公立陶生病院組合公立陶生病院,外科
公立陶生病院組合公立陶生病院,整形外科
公立陶生病院組合公立陶生病院,薬剤部
公立陶生病院組合公立陶生病院,緩和ケア内科
公立陶生病院組合公立陶生病院,腎臓内科
公立那賀病院,循環器内科
公立那賀病院,呼吸器内科
公立那賀病院,薬剤科
公立那賀病院,整形外科
公立南砺中央病院,
公立能登総合病院,循環器内科
公立能登総合病院,内科
公立能登総合病院,脳神経外科
公立能登総合病院,整形外科
公立能登総合病院,外科
公立能登総合病院,歯科口腔外科
公立八女総合病院企業団公立八女総合病院,内分泌代謝内科
公立八女総合病院企業団公立八女総合病院,心臓･血管内科
公立八女総合病院企業団公立八女総合病院,外科
公立八女総合病院企業団公立八女総合病院,整形外科
公立八女総合病院企業団公立八女総合病院,腎臓内科
公立豊岡病院組合立朝来医療センター,薬剤部
公立豊岡病院組合立豊岡病院,泌尿器科
公立豊岡病院組合立豊岡病院,呼吸器内科
公立豊岡病院組合立豊岡病院,産婦人科
公立豊岡病院組合立豊岡病院,看護部
公立豊岡病院組合立豊岡病院日高医療センター,内科
厚生労働省国立医薬品食品衛生研究所安全性生物試験研究センター,毒性部第五室
厚木市立病院,泌尿器科
厚木市立病院,腎臓･高血圧内科
厚木市立病院,循環器内科
厚木市立病院,消化器･肝臓内科
厚木市立病院,外科
厚木市立病院,脳神経内科
厚木市立病院,整形外科
向井内科･脳神経内科,
工藤医院,
工藤内科クリニック,
工藤内科ハートクリニック,
広域紋別病院企業団広域紋別病院,内科（総合診療科･循環器内科）
広域紋別病院企業団広域紋別病院,整形外科
広小路神経内科クリニック,
広瀬クリニック,
広島医療生活協同組合広島共立病院,整形外科
広島医療生活協同組合広島共立病院,糖尿病内科
広島県感染症･疾病管理センター（ひろしまCDC）,
広島県立安芸津病院,整形外科
広島県立安芸津病院,消化器内科
広島県立障害者リハビリテーションセンター医療センター,整形外科
広島県立福山若草園,
広島市医師会運営･安芸市民病院,薬剤室
広島心臓血管病院,循環器内科
広島赤十字･原爆病院,栄養課
広島大学大学院,医系科学研究科基礎看護開発学
広島大学大学院統合生命科学研究科,食品生命科学プログラム･免疫学
広島中央保健生活協同組合,地域包括ケア部事業推進課
広島中央保健生活協同組合福島生協病院,整形外科
広島南薬局,
康正会総合クリニック,透析センター
弘前大学医学部付属病院,看護部
弘前大学大学院医学研究科,皮膚科学講座
弘前大学大学院医学研究科附属高度先進医学研究センター,糖鎖工学講座
弘中クリニック,
恒川内科クリニック,
更別村国民健康保険診療所,
江府町国民健康保険江尾診療所,内科
江別市立病院,循環器内科
江別市立病院,外科･乳腺外科
港南ひだまりペインクリニック,
港南台家光クリニック,
溝の口胃腸科･内科クリニック,一般内科
甲斐内科クリニック,
綱島東口内科･糖尿病内科クリニック,
荒井小児科医院,小児科･アレルギー科･呼吸器内科
荒尾市民病院,脳神経内科
荒尾市民病院,腎臓内科
荒尾市民病院,糖尿病･内分泌内科
荒尾市民病院,循環器内科
荒尾市民病院,放射線治療科
荒尾市民病院,糖尿病内分泌内科
荒尾市民病院,外科
荒木整形外科医院,
行徳じんクリニック,
香音クリニック,
香川県立丸亀病院,精神科
香川県立中央病院,循環器内科
香川県立中央病院,泌尿器科
香川県立中央病院,リハビリテーション科
香川県立中央病院,血液内科
香川県立中央病院,産婦人科
香川県立中央病院,呼吸器内科
香川県立中央病院,乳腺センター
香川県立中央病院,呼吸器外科
香川県立中央病院,乳腺･内分泌外科
香川県立中央病院,緩和ケア内科
香川県立中央病院,整形外科
香川県立中央病院,薬剤部
香川県立中央病院,脳神経外科
香川県立中央病院,消化器内科
香川県立中央病院,消化器･一般外科
香川県立中央病院,腎臓･膠原病内科
香川県立白鳥病院,整形外科･リハビリテーション科
香川県立白鳥病院,整形外科
香川大学医学部,臨床腫瘍学講座
香里ケ丘ほりのうち整形外科･リウマチ科,
高岡市民病院,内科
高岡市民病院,看護部
高岡市民病院,産婦人科
高岡市民病院,検査科生理検査室
高岡市民病院,整形外科
高岡市民病院,循環器内科
高岡市民病院,緩和ケア内科
高久内科医院,内科
高宮内科クリニック,内科
高橋クリニック,
高橋ハートクリニック,
高橋消化器科内科クリニック,
高砂市民病院,泌尿器科
高砂市民病院,内科
高山市国民健康保険朝日診療所,内科
高山内科クリニック,
高松市立みんなの病院,呼吸器内科
高千穂町国民健康保険病院,内科
高知県･高知市病院企業団立高知医療センター,産科
高知県･高知市病院企業団立高知医療センター,呼吸器内科
高知県･高知市病院企業団立高知医療センター,消化器内科
高知県･高知市病院企業団立高知医療センター,泌尿器科
高知県･高知市病院企業団立高知医療センター,乳腺･甲状腺外科
高知県･高知市病院企業団立高知医療センター,血液内科･輸血科
高知県･高知市病院企業団立高知医療センター,循環器内科
高知県･高知市病院企業団立高知医療センター,糖尿病･内分泌内科
高知県･高知市病院企業団立高知医療センター,放射線療法科
高知県･高知市病院企業団立高知医療センター,整形外科
高知県･高知市病院企業団立高知医療センター,血管内治療科
高知県立あき総合病院,内科
高知県立幡多けんみん病院,内科
高知県立幡多けんみん病院,循環器内科
高知県立幡多けんみん病院,皮膚科
高津駅前はら内科ハートクリニック,
高槻赤十字病院,循環器内科
高島市民病院,整形外科
高島市民病院,循環器科
高乳腺クリニック,
高木医院,
高木丘クリニック,
高野医院,
高輪整形外科クリニック,
合同会社NSMedilect（公立大学法人横浜市立大学附属市民総合医療センター整形外科准教授小林直実）,
合同会社OfficeKITAZATO（大森赤十字病院）,糖尿病･内分泌内科
合同会社抗加齢研究所（国家公務員共済組合連合会浜の町病院整形外科部長馬渡太郎）,
合同会社東京腎疾患研究･情報センター（学校法人昭和大学昭和大学医学部内科学講座腎臓内科学部門客員教授秋澤忠男）,
合同会社糖尿病腎症研究所（学校法人金沢医科大学糖尿病･内分泌内科学教授古家大祐）,
合同会社糖尿病腎症研究所（社会医療法人誠光会淡海医療センター病院長古家大祐）,
合同会社富山ノイエスリート（医療法人社団柴田内科クリニック院長柴田修）,
国家公務員共済組合連合会KKR札幌医療センター,呼吸器内科
国家公務員共済組合連合会KKR札幌医療センター,消化器内科
国家公務員共済組合連合会KKR札幌医療センター,血液浄化センター
国家公務員共済組合連合会KKR札幌医療センター,放射線科
国家公務員共済組合連合会KKR札幌医療センター,整形外科
国家公務員共済組合連合会KKR札幌医療センター,腫瘍内科
国家公務員共済組合連合会KKR札幌医療センター,緩和ケア内科
国家公務員共済組合連合会KKR札幌医療センター,薬剤科
国家公務員共済組合連合会横須賀共済病院,泌尿器科
国家公務員共済組合連合会横須賀共済病院,腎臓内科
国家公務員共済組合連合会横須賀共済病院,呼吸器内科
国家公務員共済組合連合会横須賀共済病院,内分泌糖尿病内科
国家公務員共済組合連合会横須賀共済病院,小児科
国家公務員共済組合連合会横須賀共済病院,循環器内科
国家公務員共済組合連合会横須賀共済病院,化学療法科
国家公務員共済組合連合会横須賀共済病院,栄養管理課
国家公務員共済組合連合会横須賀共済病院,脳神経外科
国家公務員共済組合連合会横須賀共済病院,脳神経内科
国家公務員共済組合連合会横須賀共済病院,循環器センター内科
国家公務員共済組合連合会横須賀共済病院,外科
国家公務員共済組合連合会横須賀共済病院,皮膚科
国家公務員共済組合連合会横須賀共済病院,血液内科
国家公務員共済組合連合会横浜栄共済病院,泌尿器科
国家公務員共済組合連合会横浜栄共済病院,循環器内科
国家公務員共済組合連合会横浜栄共済病院,腎臓内科
国家公務員共済組合連合会横浜栄共済病院,呼吸器内科
国家公務員共済組合連合会横浜栄共済病院,呼吸器外科
国家公務員共済組合連合会横浜栄共済病院,整形外科
国家公務員共済組合連合会横浜南共済病院,循環器内科
国家公務員共済組合連合会横浜南共済病院,泌尿器科
国家公務員共済組合連合会横浜南共済病院,膠原病リウマチ内科
国家公務員共済組合連合会横浜南共済病院,呼吸器内科
国家公務員共済組合連合会横浜南共済病院,乳腺外科
国家公務員共済組合連合会横浜南共済病院,耳鼻咽喉科
国家公務員共済組合連合会横浜南共済病院,外科･消化器外科
国家公務員共済組合連合会横浜南共済病院,消化器内科
国家公務員共済組合連合会横浜南共済病院,産婦人科
国家公務員共済組合連合会横浜南共済病院,腎臓高血圧内科
国家公務員共済組合連合会横浜南共済病院,看護部
国家公務員共済組合連合会横浜南共済病院,整形外科･人工関節センター
国家公務員共済組合連合会横浜南共済病院,脳神経内科
国家公務員共済組合連合会吉島病院,呼吸器内科
国家公務員共済組合連合会吉島病院,呼吸器センター
国家公務員共済組合連合会九段坂病院,内科
国家公務員共済組合連合会九段坂病院,整形外科
国家公務員共済組合連合会熊本中央病院,呼吸器内科
国家公務員共済組合連合会熊本中央病院,放射線科
国家公務員共済組合連合会熊本中央病院,泌尿器科
国家公務員共済組合連合会熊本中央病院,消化器内科
国家公務員共済組合連合会熊本中央病院,糖尿病･内分泌･代謝内科
国家公務員共済組合連合会熊本中央病院,腎臓内科
国家公務員共済組合連合会熊本中央病院,循環器内科
国家公務員共済組合連合会熊本中央病院,整形外科
国家公務員共済組合連合会虎の門病院,栄養部
国家公務員共済組合連合会虎の門病院,泌尿器科
国家公務員共済組合連合会虎の門病院,腎センター外科
国家公務員共済組合連合会虎の門病院,腎センター内科
国家公務員共済組合連合会虎の門病院,腎センター内科/リウマチ膠原病科
国家公務員共済組合連合会虎の門病院,臨床感染症科
国家公務員共済組合連合会虎の門病院,臨床腫瘍科
国家公務員共済組合連合会虎の門病院,血液内科
国家公務員共済組合連合会虎の門病院,乳腺･内分泌外科
国家公務員共済組合連合会虎の門病院,産婦人科
国家公務員共済組合連合会虎の門病院,呼吸器センター内科
国家公務員共済組合連合会虎の門病院,呼吸器センター外科
国家公務員共済組合連合会虎の門病院,循環器センター内科
国家公務員共済組合連合会虎の門病院,放射線治療科
国家公務員共済組合連合会虎の門病院,消化器内科
国家公務員共済組合連合会虎の門病院,内分泌代謝科
国家公務員共済組合連合会虎の門病院,整形外科
国家公務員共済組合連合会虎の門病院,脳神経内科
国家公務員共済組合連合会虎の門病院,分院･血液内科
国家公務員共済組合連合会虎の門病院,脳血管内科
国家公務員共済組合連合会虎の門病院,緩和医療科
国家公務員共済組合連合会虎の門病院,消化器外科
国家公務員共済組合連合会虎の門病院,内分泌センター
国家公務員共済組合連合会虎の門病院,消化器外科（下部消化管）
国家公務員共済組合連合会虎の門病院,循環器センター内科睡眠呼吸器科
国家公務員共済組合連合会虎の門病院,肝臓内科
国家公務員共済組合連合会虎の門病院分院,泌尿器科
国家公務員共済組合連合会虎の門病院分院,腎センター外科
国家公務員共済組合連合会虎の門病院分院,腎センター内科/リウマチ膠原病科
国家公務員共済組合連合会虎の門病院分院,血液内科
国家公務員共済組合連合会虎の門病院分院,腎センター内科
国家公務員共済組合連合会虎の門病院分院,消化器内科
国家公務員共済組合連合会虎の門病院分院,消化器外科
国家公務員共済組合連合会呉共済病院,呼吸器内科
国家公務員共済組合連合会呉共済病院,循環器内科
国家公務員共済組合連合会呉共済病院,不整脈科
国家公務員共済組合連合会呉共済病院,救急部救急診療科
国家公務員共済組合連合会呉共済病院,臨床研究科
国家公務員共済組合連合会呉共済病院,消化器内科
国家公務員共済組合連合会呉共済病院,腎臓内科
国家公務員共済組合連合会呉共済病院,皮膚科
国家公務員共済組合連合会呉共済病院忠海分院,呼吸器内科
国家公務員共済組合連合会広島記念病院,薬剤部
国家公務員共済組合連合会高松病院,泌尿器科
国家公務員共済組合連合会高松病院,呼吸器内科
国家公務員共済組合連合会高松病院,内科
国家公務員共済組合連合会佐世保共済病院,ペインクリニック麻酔科
国家公務員共済組合連合会三宿病院,血液内科
国家公務員共済組合連合会三宿病院,内分泌代謝科
国家公務員共済組合連合会三宿病院,整形外科
国家公務員共済組合連合会三宿病院,神経内科
国家公務員共済組合連合会新小倉病院,内科
国家公務員共済組合連合会新小倉病院,糖尿病センター
国家公務員共済組合連合会新小倉病院,総合内科
国家公務員共済組合連合会新別府病院,循環器内科
国家公務員共済組合連合会新別府病院,内分泌･代謝内科
国家公務員共済組合連合会水府病院,循環器内科
国家公務員共済組合連合会大手前病院,腎臓内科
国家公務員共済組合連合会大手前病院,薬剤部
国家公務員共済組合連合会大手前病院,循環器内科
国家公務員共済組合連合会大手前病院,整形外科
国家公務員共済組合連合会大手前病院,消化器内科
国家公務員共済組合連合会斗南病院,循環器内科
国家公務員共済組合連合会斗南病院,糖尿病･内分泌内科
国家公務員共済組合連合会斗南病院,呼吸器内科
国家公務員共済組合連合会斗南病院,消化器内科
国家公務員共済組合連合会斗南病院,薬剤部
国家公務員共済組合連合会斗南病院,外科･消化器外科
国家公務員共済組合連合会斗南病院,看護部
国家公務員共済組合連合会東海病院,
国家公務員共済組合連合会東京共済病院,腎臓高血圧内科
国家公務員共済組合連合会東京共済病院,呼吸器科
国家公務員共済組合連合会東京共済病院,糖尿病･内分泌･代謝内科
国家公務員共済組合連合会東京共済病院,整形外科
国家公務員共済組合連合会東京共済病院,耳鼻咽喉科
国家公務員共済組合連合会東北公済病院,内科/透析センター
国家公務員共済組合連合会東北公済病院,内科
国家公務員共済組合連合会東北公済病院,循環器内科
国家公務員共済組合連合会東北公済病院,内科･消化器内科
国家公務員共済組合連合会浜の町病院,泌尿器科
国家公務員共済組合連合会浜の町病院,呼吸器内科
国家公務員共済組合連合会浜の町病院,膠原病内科
国家公務員共済組合連合会浜の町病院,リウマチ･膠原病内科
国家公務員共済組合連合会浜の町病院,総合診療科
国家公務員共済組合連合会舞鶴共済病院,泌尿器科
国家公務員共済組合連合会舞鶴共済病院,臨床工学科
国家公務員共済組合連合会舞鶴共済病院,産婦人科
国家公務員共済組合連合会舞鶴共済病院,循環器内科
国家公務員共済組合連合会平塚共済病院,整形外科
国家公務員共済組合連合会平塚共済病院,呼吸器内科
国家公務員共済組合連合会平塚共済病院,外科
国家公務員共済組合連合会平塚共済病院,腎臓内科
国家公務員共済組合連合会平塚共済病院,循環器内科
国家公務員共済組合連合会平塚共済病院,内分泌代謝内科
国家公務員共済組合連合会平塚共済病院,病理診断科
国家公務員共済組合連合会平塚共済病院,糖尿病内分泌代謝内科
国家公務員共済組合連合会平塚共済病院,脳神経内科
国家公務員共済組合連合会北陸病院,薬剤科
国家公務員共済組合連合会北陸病院,整形外科
国家公務員共済組合連合会枚方公済病院,泌尿器科
国家公務員共済組合連合会枚方公済病院,循環器内科
国家公務員共済組合連合会枚方公済病院,内分泌代謝内科
国家公務員共済組合連合会枚方公済病院,入退院支援室
国家公務員共済組合連合会枚方公済病院,薬剤科
国家公務員共済組合連合会枚方公済病院,リウマチ･膠原病内科
国家公務員共済組合連合会名城病院,呼吸器内科
国家公務員共済組合連合会名城病院,糖尿病･内分泌内科
国家公務員共済組合連合会名城病院,薬剤部
国家公務員共済組合連合会名城病院,外科
国家公務員共済組合連合会立川病院,糖尿病･内分泌代謝内科
国家公務員共済組合連合会立川病院,腎臓内科
国家公務員共済組合連合会立川病院,呼吸器内科
国家公務員共済組合連合会立川病院,泌尿器科
国家公務員共済組合連合会立川病院,産婦人科
国家公務員共済組合連合会立川病院,呼吸器外科
国家公務員共済組合連合会立川病院,脳神経内科
国家公務員共済組合連合会立川病院,透析センター
国際医療福祉大学成田保健医療学部,放射線･情報科学科
国際医療福祉大学大学院医学研究科,循環器内科学
国際医療福祉大学福岡保健医療学部,福岡保健医療学部
国東市民病院,整形外科
国保すさみ病院,
国保旭中央病院,産婦人科
国保水俣市立総合医療センター,循環器内科
国保水俣市立総合医療センター,呼吸器内科
国保水俣市立総合医療センター,脳神経内科
国保水俣市立総合医療センター,看護部
国保水俣市立総合医療センター,代謝内科
国保水俣市立総合医療センター,外科
国保匝瑳市民病院,
国保多古中央病院,外科
国保多古中央病院,内科
国保直営総合病院君津中央病院,呼吸器内科
国民健康保険小松市民病院,泌尿器科
国民健康保険小松市民病院,薬剤科
国民健康保険小松市民病院,呼吸器内科
国民健康保険小松市民病院,腎臓内科
国民健康保険小松市民病院,緩和ケア科
国民健康保険小松市民病院,消化器内科
国民健康保険小松市民病院,小児科
国民健康保険智頭病院,緩和内科
国民健康保険町立小鹿野中央病院,総合診療科
国民健康保険南丹病院組合京都中部総合医療センター,内科･総合内科
国民健康保険南丹病院組合京都中部総合医療センター,泌尿器科
国民健康保険南丹病院組合京都中部総合医療センター,循環器内科
国民健康保険南丹病院組合京都中部総合医療センター,内分泌･糖尿病･代謝内科
国民健康保険南丹病院組合京都中部総合医療センター,呼吸器内科
